0	0	19	75	173	15	0.0
1	0	19	90	162	8	0.0
2	0	22	87	170	14	0.0
3	0	23	79	167	12	0.0
4	0	20	75	174	2	0.0
5	0	24	74	174	32	0.0
6	0	25	87	177	18	0.0
7	0	25	75	178	21	0.0
8	0	24	74	164	5	0.0
9	0	19	72	160	31	0.0
10	0	24	84	165	9	0.0
11	0	22	81	171	21	0.0
12	0	22	76	165	16	0.0
13	0	21	86	166	6	0.0
14	0	23	82	177	14	0.0
15	0	21	72	173	4	0.0
16	0	24	78	165	4	0.0
17	0	22	71	165	5	0.0
18	0	20	88	171	18	0.0
19	0	22	86	171	25	0.0
20	0	21	76	176	10	0.0
21	0	25	91	165	13	0.0
22	0	22	73	165	5	0.0
23	0	20	84	160	13	0.0
24	0	20	77	172	24	0.0
25	0	20	72	167	14	0.0
26	0	21	88	173	16	0.0
27	0	20	83	175	22	0.0
28	0	25	79	161	30	0.0
29	0	19	87	169	12	0.0
30	0	25	83	167	15	0.0
31	0	23	90	168	10	0.0
32	0	19	77	177	2	0.0
33	0	20	89	166	19	0.0
34	0	24	84	171	26	0.0
35	0	25	85	164	17	0.0
36	0	22	92	165	21	0.0
37	0	22	79	174	28	0.0
38	0	22	77	168	16	0.0
39	0	19	84	177	32	0.0
40	0	19	89	178	17	0.0
41	0	21	71	177	29	0.0
42	0	24	89	174	21	0.0
43	0	24	88	166	31	0.0
44	0	20	78	172	20	0.0
45	0	24	91	178	4	0.0
46	0	23	83	175	16	0.0
47	0	21	78	172	25	0.0
48	0	19	88	177	27	0.0
49	0	22	82	169	10	0.0
50	0	24	86	174	6	0.0
51	0	24	90	173	23	0.0
52	0	20	71	161	28	0.0
53	0	23	81	163	19	0.0
54	0	23	71	171	1	0.0
55	0	21	85	173	19	0.0
56	0	19	71	177	30	0.0
57	0	22	79	176	30	0.0
58	0	21	73	175	1	0.0
59	0	22	90	177	6	0.0
60	0	23	74	170	22	0.0
61	0	24	73	176	18	0.0
62	0	20	83	167	9	0.0
63	0	22	78	168	25	0.0
64	0	22	80	172	22	0.0
65	0	25	71	173	20	0.0
66	0	25	76	176	1	0.0
67	0	23	87	168	30	0.0
68	0	25	81	165	20	0.0
69	0	24	89	164	27	0.0
70	0	24	78	178	15	0.0
71	0	24	77	163	7	0.0
72	0	23	72	173	31	0.0
73	0	22	79	163	1	0.0
74	0	19	92	163	9	0.0
75	0	22	71	175	24	0.0
76	0	21	75	160	17	0.0
77	0	20	75	167	2	0.0
78	0	20	73	174	21	0.0
79	0	19	73	178	7	0.0
80	0	22	92	160	11	0.0
81	0	19	80	166	25	0.0
82	0	21	91	172	4	0.0
83	0	20	81	176	8	0.0
84	0	23	78	172	22	0.0
85	0	21	76	162	17	0.0
86	0	25	80	160	17	0.0
87	0	19	92	176	27	0.0
88	0	25	83	160	30	0.0
89	0	19	86	173	22	0.0
90	0	20	90	166	2	0.0
91	0	25	81	170	18	0.0
92	0	24	72	173	29	0.0
93	0	25	81	162	11	0.0
94	0	20	84	178	12	0.0
95	0	21	91	162	20	0.0
96	0	23	89	160	11	0.0
97	0	20	79	178	9	0.0
98	0	23	84	165	3	0.0
99	0	23	82	160	23	0.0
100	0	20	73	169	2	0.0
101	0	24	85	166	10	0.0
102	0	24	71	173	18	0.0
103	0	20	80	168	27	0.0
104	0	24	86	167	19	0.0
105	0	22	82	172	30	0.0
106	0	21	90	166	3	0.0
107	0	19	81	169	31	0.0
108	0	21	71	173	20	0.0
109	0	21	78	173	9	0.0
110	0	23	90	175	24	0.0
111	0	20	79	173	15	0.0
112	0	21	90	160	2	0.0
113	0	23	73	178	17	0.0
114	0	20	85	170	20	0.0
115	0	19	85	160	28	0.0
116	0	22	92	178	2	0.0
117	0	20	83	163	23	0.0
118	0	20	76	178	5	0.0
119	0	20	90	164	30	0.0
120	0	19	77	166	18	0.0
121	0	24	83	178	16	0.0
122	0	21	87	165	26	0.0
123	0	22	89	163	23	0.0
124	0	23	81	162	20	0.0
125	0	24	86	171	21	0.0
126	0	21	88	164	22	0.0
127	0	21	90	171	3	0.0
128	0	25	89	176	7	0.0
129	0	25	86	168	7	0.0
130	0	24	90	178	24	0.0
131	0	21	82	167	1	0.0
132	0	19	90	169	3	0.0
133	0	21	89	168	2	0.0
134	0	25	82	166	11	0.0
135	0	20	89	171	6	0.0
136	0	22	81	170	26	0.0
137	0	23	76	170	10	0.0
138	0	24	79	173	26	0.0
139	0	23	80	178	29	0.0
140	0	20	87	175	14	0.0
141	0	22	87	171	16	0.0
142	0	21	91	169	5	0.0
143	0	21	72	174	31	0.0
144	0	20	83	164	20	0.0
145	0	20	88	178	5	0.0
146	0	20	77	173	7	0.0
147	0	21	73	161	16	0.0
148	0	20	72	162	14	0.0
149	0	21	74	177	4	0.0
150	0	19	74	176	31	0.0
151	0	25	80	171	7	0.0
152	0	21	83	173	18	0.0
153	0	22	82	161	22	0.0
154	0	19	73	167	14	0.0
155	0	23	77	170	19	0.0
156	0	23	80	162	24	0.0
157	0	19	72	170	18	0.0
158	0	19	74	162	23	0.0
159	0	25	84	160	22	0.0
160	0	22	85	174	11	0.0
161	0	21	91	169	22	0.0
162	0	23	90	178	21	0.0
163	0	25	76	168	17	0.0
164	0	23	76	172	13	0.0
165	0	20	73	165	1	0.0
166	0	23	81	166	14	0.0
167	0	19	73	167	18	0.0
168	0	22	91	163	22	0.0
169	0	20	72	177	14	0.0
170	0	19	73	163	21	0.0
171	0	25	81	162	3	0.0
172	0	21	74	161	8	0.0
173	0	25	84	166	5	0.0
174	0	23	91	160	22	0.0
175	0	22	87	161	31	0.0
176	0	20	82	164	8	0.0
177	0	22	76	177	21	0.0
178	0	20	79	165	6	0.0
179	0	19	75	177	29	0.0
180	0	22	81	169	26	0.0
181	0	25	90	169	29	0.0
182	0	20	84	162	8	0.0
183	0	19	72	168	26	0.0
184	0	21	82	160	4	0.0
185	0	19	83	160	20	0.0
186	0	22	71	174	12	0.0
187	0	23	92	174	19	0.0
188	0	23	78	173	19	0.0
189	0	24	72	170	22	0.0
190	0	21	89	177	27	0.0
191	0	23	75	163	8	0.0
192	0	23	81	164	3	0.0
193	0	23	83	164	21	0.0
194	0	22	92	175	26	0.0
195	0	25	77	165	9	0.0
196	0	23	74	174	25	0.0
197	0	23	74	178	1	0.0
198	0	23	91	166	26	0.0
199	0	23	91	162	13	0.0
